#####################
#
# measurement of 406FG1000-flat-pyIVLS
#
#date 15-Aug-2025, 10:37:00
#Keithley source smua
#Source in voltage injection mode
#Steps in sweep 401
#Sweep repeat for 1 times
#Start value for sweep -0.5 V
#End value for sweep 2.0 V
#Limit for sweep step 0.5 A
#Measurement stabilization period is done in AUTO mode
#NPLC value 20.0 ms (for detected line frequency 50 Hz is 1.0)
#
#
#Continuous operation of the source
#
#
#
#
#
#
#
#Comment: pyIVLS automated sweep test on a new sample
#
#
#
#
#
#High capacitance mode for source is disabled
#
#
#
#
#
#
#
#
#
#
#Sourse in 4 point measurement mode
#
IS_4pr, VS_4pr
-9.988609235734e-04,-1.562678813934e-01
-1.464956998825e-02,-1.500216722488e-01
-1.493502873927e-02,-1.437696069479e-01
-1.518853940070e-02,-1.375226080418e-01
-1.543180923909e-02,-1.312720775604e-01
-1.566698588431e-02,-1.250251829624e-01
-1.589658297598e-02,-1.187740564346e-01
-1.611665450037e-02,-1.125255376101e-01
-1.633272133768e-02,-1.062770858407e-01
-1.654068194330e-02,-1.000249907374e-01
-1.675044372678e-02,-9.377727657557e-02
-1.695977523923e-02,-8.752572536469e-02
-1.717079989612e-02,-8.127605915070e-02
-1.737880706787e-02,-7.502958923578e-02
-1.758601702750e-02,-6.877835094929e-02
-1.779487170279e-02,-6.252782791853e-02
-1.800444163382e-02,-5.627768114209e-02
-1.820447482169e-02,-5.003111436963e-02
-1.841319911182e-02,-4.377703741193e-02
-1.861838065088e-02,-3.752911090851e-02
-1.882518641651e-02,-3.128001838922e-02
-1.903113164008e-02,-2.502636983991e-02
-1.921037398279e-02,-1.877718046308e-02
-1.938929595053e-02,-1.252636965364e-02
-1.959216594696e-02,-6.278514862061e-03
-1.979460753501e-02,4.901886131847e-05
-2.000112645328e-02,6.295204162598e-03
-2.020282857120e-02,1.254427433014e-02
-2.040224149823e-02,1.879634894431e-02
-2.059874497354e-02,2.504565753043e-02
-2.081258408725e-02,3.129801899195e-02
-2.101948298514e-02,3.754949569702e-02
-2.122228220105e-02,4.379604011774e-02
-2.142857387662e-02,5.004818364978e-02
-2.163305319846e-02,5.629670619965e-02
-2.183204889297e-02,6.254889816046e-02
-2.203604020178e-02,6.879837810993e-02
-2.223466709256e-02,7.504723221064e-02
-2.243441343307e-02,8.129926025867e-02
-2.263936959207e-02,8.754611015320e-02
-2.283798530698e-02,9.380004554987e-02
-2.303802967071e-02,1.000513359904e-01
-2.324061468244e-02,1.063002347946e-01
-2.344492636621e-02,1.125536188483e-01
-2.364197932184e-02,1.187995448708e-01
-2.383784018457e-02,1.250515431166e-01
-2.404284477234e-02,1.313016265631e-01
-2.424606122076e-02,1.375491917133e-01
-2.445064857602e-02,1.438035964966e-01
-2.466028928757e-02,1.500518172979e-01
-2.486065588891e-02,1.563049405813e-01
-2.505251206458e-02,1.625541299581e-01
-2.525353431702e-02,1.688010692596e-01
-2.545562945306e-02,1.750550568104e-01
-2.565606869757e-02,1.813034862280e-01
-2.585219219327e-02,1.875550299883e-01
-2.605262957513e-02,1.938017457724e-01
-2.624887228012e-02,2.000518143177e-01
-2.645036019385e-02,2.062065601349e-01
-2.666305378079e-02,2.124781608581e-01
-2.687224186957e-02,2.187256813049e-01
-2.706570737064e-02,2.249610424042e-01
-2.726292610169e-02,2.312316894531e-01
-2.746023051441e-02,2.374713420868e-01
-2.765860594809e-02,2.437086105347e-01
-2.785494364798e-02,2.499804496765e-01
-2.804856374860e-02,2.562196254730e-01
-2.823286131024e-02,2.624650001526e-01
-2.842605113983e-02,2.687377929688e-01
-2.861136198044e-02,2.749722003937e-01
-2.879937924445e-02,2.812132835388e-01
-2.899211645126e-02,2.874829769134e-01
-2.917735651135e-02,2.937185764313e-01
-2.935420349240e-02,2.999668121338e-01
-2.953294478357e-02,3.062348365784e-01
-2.970521524549e-02,3.124723434448e-01
-2.988424338400e-02,3.187127113342e-01
-3.009567223489e-02,3.249876499176e-01
-3.034614399076e-02,3.312234878540e-01
-3.060563839972e-02,3.374648094177e-01
-3.086185455322e-02,3.437390327454e-01
-3.107993677258e-02,3.499681949616e-01
-3.123982064426e-02,3.562142848968e-01
-3.133022785187e-02,3.624868392944e-01
-3.141181543469e-02,3.687229156494e-01
-3.148752450943e-02,3.749730587006e-01
-3.155524656177e-02,3.812425136566e-01
-3.161073848605e-02,3.874831199646e-01
-3.166755661368e-02,3.937191963196e-01
-3.172491863370e-02,3.999934196472e-01
-3.177186474204e-02,4.062361717224e-01
-3.182471916079e-02,4.124729633331e-01
-3.187720850110e-02,4.187517166138e-01
-3.191950544715e-02,4.249837398529e-01
-3.196973726153e-02,4.312219619751e-01
-3.202210739255e-02,4.374923706055e-01
-3.207409381867e-02,4.437372684479e-01
-3.213049098849e-02,4.499700069428e-01
-3.218522295356e-02,4.562425613403e-01
-3.223521634936e-02,4.624819755554e-01
-3.228887543082e-02,4.687190055847e-01
-3.234029933810e-02,4.749901294708e-01
-3.238603100181e-02,4.812338352203e-01
-3.245147690177e-02,4.874782562256e-01
-3.251427412033e-02,4.937398433685e-01
-3.258068487048e-02,4.999828338623e-01
-3.264126926661e-02,5.062196254730e-01
-3.269818052650e-02,5.124881267548e-01
-3.274850919843e-02,5.187315940857e-01
-3.280627727508e-02,5.249664783478e-01
-3.286987543106e-02,5.312383174896e-01
-3.293184190988e-02,5.374794006348e-01
-3.298923000693e-02,5.437150001526e-01
-3.304417058825e-02,5.499873161316e-01
-3.310500457883e-02,5.562324523926e-01
-3.316348791122e-02,5.624706745148e-01
-3.322713449597e-02,5.687358379364e-01
-3.329680114984e-02,5.749745368957e-01
-3.335808590055e-02,5.812108516693e-01
-3.341208770871e-02,5.874822139740e-01
-3.346245363355e-02,5.937311649322e-01
-3.350584581494e-02,5.999627113342e-01
-3.353996202350e-02,6.062352657318e-01
-3.357326984406e-02,6.124727725983e-01
-3.360603004694e-02,6.187105178833e-01
-3.362561389804e-02,6.249837875366e-01
-3.363376855850e-02,6.312239170074e-01
-3.364321216941e-02,6.374628543854e-01
-3.362422063947e-02,6.437368392944e-01
-3.360520675778e-02,6.499764919281e-01
-3.357049450278e-02,6.562123298645e-01
-3.351287916303e-02,6.624839305878e-01
-3.346193954349e-02,6.687328815460e-01
-3.339068964124e-02,6.749658584595e-01
-3.329351171851e-02,6.812415122986e-01
-3.302344307303e-02,6.874804496765e-01
-3.264565393329e-02,6.937129497528e-01
-3.231507539749e-02,6.999883651733e-01
-3.202091529965e-02,7.062318325043e-01
-3.175510093570e-02,7.124667167664e-01
-3.149827942252e-02,7.187383174896e-01
-3.125564008951e-02,7.249789237976e-01
-3.097411431372e-02,7.312078475952e-01
-3.050865046680e-02,7.374856472015e-01
-3.003047779203e-02,7.437336444855e-01
-2.968201600015e-02,7.499637603760e-01
-2.944516018033e-02,7.562382221222e-01
-2.923073805869e-02,7.624795436859e-01
-2.901605330408e-02,7.687141895294e-01
-2.880500629544e-02,7.749838829040e-01
-2.859497070312e-02,7.812285423279e-01
-2.838733233511e-02,7.874667644501e-01
-2.817245759070e-02,7.937440872192e-01
-2.796236239374e-02,7.999815940857e-01
-2.775585651398e-02,8.062119483948e-01
-2.754708565772e-02,8.124969005585e-01
-2.734288014472e-02,8.187315464020e-01
-2.713778056204e-02,8.249647617340e-01
-2.693812921643e-02,8.312447071075e-01
-2.673640288413e-02,8.374810218811e-01
-2.653510682285e-02,8.437166213989e-01
-2.634033001959e-02,8.499982357025e-01
-2.613927237689e-02,8.562355041504e-01
-2.594339847565e-02,8.624711036682e-01
-2.575442753732e-02,8.687431812286e-01
-2.555835247040e-02,8.749823570252e-01
-2.535971440375e-02,8.812160491943e-01
-2.516691759229e-02,8.875007629395e-01
-2.497596852481e-02,8.937349319458e-01
-2.478506602347e-02,8.999669551849e-01
-2.459924295545e-02,9.062447547913e-01
-2.441546879709e-02,9.124817848206e-01
-2.422565221787e-02,9.187176227570e-01
-2.403448894620e-02,9.249980449677e-01
-2.385116927326e-02,9.312357902527e-01
-2.366626262665e-02,9.374685287476e-01
-2.348041534424e-02,9.437484741211e-01
-2.329901419580e-02,9.499869346619e-01
-2.312137000263e-02,9.562175273895e-01
-2.293878793716e-02,9.625005722046e-01
-2.275797165930e-02,9.687376022339e-01
-2.257959917188e-02,9.749743938446e-01
-2.240179851651e-02,9.812479019165e-01
-2.222912386060e-02,9.874820709229e-01
-2.205071412027e-02,9.937176704407e-01
-2.187736146152e-02,9.999990463257e-01
-2.170449495316e-02,1.006236791611e+00
-2.153238095343e-02,1.012474536896e+00
-2.135840617120e-02,1.018745660782e+00
-2.118805609643e-02,1.024981021881e+00
-2.101758681238e-02,1.031219244003e+00
-2.084873989224e-02,1.037499666214e+00
-2.068487368524e-02,1.043734073639e+00
-2.051892317831e-02,1.049972534180e+00
-2.035219781101e-02,1.056246519089e+00
-2.018561400473e-02,1.062481403351e+00
-2.002114057541e-02,1.068717956543e+00
-1.985694281757e-02,1.074997425079e+00
-1.969375647604e-02,1.081235408783e+00
-1.953690126538e-02,1.087467670441e+00
-1.937546767294e-02,1.093748569489e+00
-1.921060122549e-02,1.099985361099e+00
-1.905301772058e-02,1.106219291687e+00
-1.889534108341e-02,1.112504720688e+00
-1.873471774161e-02,1.118741750717e+00
-1.858372800052e-02,1.124978303909e+00
-1.843314245343e-02,1.131252050400e+00
-1.827700249851e-02,1.137485742569e+00
-1.812314987183e-02,1.143726825714e+00
-1.796780899167e-02,1.150007009506e+00
-1.781575754285e-02,1.156242370606e+00
-1.766522042453e-02,1.162478685379e+00
-1.751902140677e-02,1.168752193451e+00
-1.737297885120e-02,1.174984693527e+00
-1.722377538681e-02,1.181230068207e+00
-1.707621850073e-02,1.187500953674e+00
-1.693102158606e-02,1.193737268448e+00
-1.678354851901e-02,1.199976682663e+00
-1.663762331009e-02,1.206248760223e+00
-1.648988761008e-02,1.212485790253e+00
-1.635309495032e-02,1.218727111816e+00
-1.621255837381e-02,1.224998235702e+00
-1.607101038098e-02,1.231232881546e+00
-1.593120209873e-02,1.237478494644e+00
-1.579259708524e-02,1.243750810623e+00
-1.565620861948e-02,1.249984979629e+00
-1.551909465343e-02,1.256231069565e+00
-1.538400631398e-02,1.262503147125e+00
-1.525123137981e-02,1.268736839294e+00
-1.511708553880e-02,1.274977207184e+00
-1.497877854854e-02,1.281248331070e+00
-1.484696846455e-02,1.287486076355e+00
-1.471579074860e-02,1.293725967407e+00
-1.458314713091e-02,1.300014734268e+00
-1.446031313389e-02,1.306235313416e+00
-1.433188933879e-02,1.312473535538e+00
-1.420254725963e-02,1.318744659424e+00
-1.407567318529e-02,1.324977397919e+00
-1.395010948181e-02,1.331225156784e+00
-1.382000464946e-02,1.337494850159e+00
-1.369971036911e-02,1.343727350235e+00
-1.357886847109e-02,1.349964618683e+00
-1.344980020076e-02,1.356236934662e+00
-1.332725305110e-02,1.362473249435e+00
-1.320816297084e-02,1.368711948395e+00
-1.308757066727e-02,1.374987363815e+00
-1.296983938664e-02,1.381220579147e+00
-1.285277586430e-02,1.387462377548e+00
-1.274065952748e-02,1.393734216690e+00
-1.262614782900e-02,1.399968624115e+00
-1.251249294728e-02,1.406217336655e+00
-1.239519100636e-02,1.412449598312e+00
-1.228380203247e-02,1.418722867966e+00
-1.216781139374e-02,1.424961805344e+00
-1.205604057759e-02,1.431198835373e+00
-1.194424647838e-02,1.437471389771e+00
-1.183707732707e-02,1.443714141846e+00
-1.173099316657e-02,1.449951648712e+00
-1.162166614085e-02,1.456222772598e+00
-1.151251792908e-02,1.462461471558e+00
-1.140626706183e-02,1.468696594238e+00
-1.130209024996e-02,1.474968194961e+00
-1.119723357260e-02,1.481216907501e+00
-1.109397411346e-02,1.487451314926e+00
-1.098881941289e-02,1.493725776672e+00
-1.088247355074e-02,1.499964952469e+00
-1.078270655125e-02,1.506202459335e+00
-1.067901868373e-02,1.512473106384e+00
-1.057817973197e-02,1.518720388413e+00
-1.048251427710e-02,1.524959087372e+00
-1.038326043636e-02,1.531227111816e+00
-1.027895230800e-02,1.537472724915e+00
-1.018055714667e-02,1.543703556061e+00
-1.008203066885e-02,1.549977064133e+00
-1.007758360356e-02,1.556222438812e+00
-1.006003655493e-02,1.562459707260e+00
-9.997738525271e-03,1.568742752075e+00
-9.895647875965e-03,1.574971437454e+00
-9.789017029107e-03,1.581210374832e+00
-9.685246273875e-03,1.587489604950e+00
-9.586347267032e-03,1.593729257584e+00
