#####################
#
# measurement of 406FG1000-flat-pyIVLS
#
#date 15-Aug-2025, 10:38:45
#Keithley source smua
#Source in voltage injection mode
#Steps in sweep 401
#Sweep repeat for 1 times
#Start value for sweep -0.5 V
#End value for sweep 2.0 V
#Limit for sweep step 0.5 A
#Measurement stabilization period is done in AUTO mode
#NPLC value 20.0 ms (for detected line frequency 50 Hz is 1.0)
#
#
#Continuous operation of the source
#
#
#
#
#
#
#
#Comment: pyIVLS automated sweep test on a new sample
#
#
#
#
#
#High capacitance mode for source is disabled
#
#
#
#
#
#
#
#
#
#
#Sourse in 4 point measurement mode
#
IS_4pr, VS_4pr
2.427685386053e-09,-5.000691413879e-01
-9.216427621084e-09,-4.937837123871e-01
-3.496240452705e-08,-4.875509738922e-01
-6.020937348694e-08,-4.813060760498e-01
-8.867633738419e-08,-4.750373363495e-01
-7.369183094852e-06,-4.687964916229e-01
-7.518012353103e-06,-4.625627994537e-01
-7.661185009056e-06,-4.562900066376e-01
-7.803847438481e-06,-4.500527381897e-01
-7.939016541059e-06,-4.438118934631e-01
-8.072932359937e-06,-4.375369548798e-01
-8.209278348659e-06,-4.313068389893e-01
-8.344233719981e-06,-4.250681400299e-01
-8.476849870931e-06,-4.187979698181e-01
-8.611777957412e-06,-4.125592708588e-01
-8.738579708734e-06,-4.062776565552e-01
-8.867435099091e-06,-4.000427722931e-01
-8.990896276373e-06,-3.938024044037e-01
-9.113840860664e-06,-3.875303268433e-01
-9.242250598618e-06,-3.812894821167e-01
-9.374034561915e-06,-3.750569820404e-01
-9.500543455943e-06,-3.687753677368e-01
-9.627332474338e-06,-3.625376224518e-01
-9.751479410625e-06,-3.562996387482e-01
-9.882685844787e-06,-3.500218391418e-01
-6.968826637603e-04,-3.437840938568e-01
-7.066937978379e-04,-3.375523090362e-01
-7.155747734941e-04,-3.312704563141e-01
-7.233804790303e-04,-3.250310420990e-01
-7.312889210880e-04,-3.187894821167e-01
-7.389487582259e-04,-3.125231266022e-01
-7.464506779797e-04,-3.062865734100e-01
-7.538275094703e-04,-3.000512123108e-01
-7.609862368554e-04,-2.937715053558e-01
-7.680003764108e-04,-2.875339984894e-01
-7.751833763905e-04,-2.813007831574e-01
-7.822687039152e-04,-2.750275135040e-01
-7.896546740085e-04,-2.687957286835e-01
-7.964486139827e-04,-2.625567913055e-01
-8.034327183850e-04,-2.562754154205e-01
-8.098356192932e-04,-2.500369548798e-01
-8.163182064891e-04,-2.437987327576e-01
-8.234035340138e-04,-2.375240325928e-01
-8.302883361466e-04,-2.312886714935e-01
-8.373562595807e-04,-2.250554561615e-01
-8.443489205092e-04,-2.187695503235e-01
-8.513343636878e-04,-2.125368118286e-01
-8.581308647990e-04,-2.063009738922e-01
-8.656061254442e-04,-2.000108212233e-01
-8.726277737878e-04,-1.937575787306e-01
-8.793750312179e-04,-1.875115931034e-01
-8.864263654686e-04,-1.812627613544e-01
-8.931512129493e-04,-1.750115454197e-01
